idproducto,titulo,descripcion,fecha_inicio,fecha_termino,precio,imagen,vendidos,tags,,,,
146,Descenso en Río ¡Ruta de la Aventura en Jalcomulco!,"<p>El descenso en río o “rafting” es una de las actividades más populares entre los aventureros que visitan México. A lo largo de todo el territorio nacional existen numerosos ríos de diversos caudales a través de los cuales el rafting profesional, y recreativo se practica dentro de su clasificación III y IV, cuya intensidad es de un grado de dificultad media y avanzada. <br>

En el estado de Veracruz está el río Antigua, en Jalcomulco, cuyos rápidos cambian de velocidad e intensidad en cada tramo. <br>

El paquete incluye:<br>

* Transportación terrestre, viaje redondo en unidades turísticas<br>

* 1 Descenso de río Jalcomulco en el Estado de Veracruz<br>

* Equipo<br>

* Conductor de Grupo<br>

* Guías <br>

* Visitas Jalcomulco y Coatepec<br>

CITA:   Deportivo Plan Sexenal, Ferrocarril de Cuernavaca esquina Mar Mediterráneo, Col. Nextitla, Del. Miguel Hidalgo.<br>

Cita: 05:30am<br>

Salida: 06:30am<br>

Notas:<br>

* El recorrido en el Río es emocionante y divertido, todos los deportes de aventura involucran un riesgo controlado, se cuenta con un récord de seguridad debido a la preparación y años de experiencia. <br>

* El tiempo del descenso depende de varios factores, considera 3hrs. aprox.<br>

* El regreso a la Ciudad de México está programado aprox. 18:00hrs. <br>

Recomendaciones:<br>

* Llevar 2 mudas de ropa (short, playera)<br>

* 1 muda más si decides alojarte<br>

* Traje de baño, Sandalias, Zapatos-Tenis, Bloqueador, Repelente para moscos, Gorra, Toalla, Todo lo necesario para el aseo personal.<br>

* Cámara fotográfica convencional o acuática. (corre el riesgo que se moje).<br>

¡Te divertirás como nunca!</p>",2016-10-05 00:00:00,2016-12-02 23:59:00,68101,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33516/27eeeedf8c929dc958fa9c7244f0da8bec9a3fb1.full.jpg,22,"rafting,,jalcomulco,coatepec,tour 1 día,descenso de rio",,,,
147,Facial Peeling Cosmedic ,<p>Con este tratamiento tan completo se conseguirá desvanecer hasta las arrugas más profundas mediante una regeneración celular y un concentrado de nutrientes aplicados mediante calor con aparatología de punta.&nbsp,</p>,2016-10-05 00:00:00,2017-11-09 23:59:00,15865,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33431/bc8da06b4d2ed3171b1582e33690efd8995b905c.full.png,90,"facial,anti-edad,oferta,rostro,rejuvenece",,,
148,Masaje de Drenaje Linfático Manual ,"<p>Este masaje requiere de mucha técnica pues es un desintoxicante corporal muy potente, con este se logran eliminar sales, grasas y toxinas. Está indicado para personas con:

</p>

- Presión arterial alta.&nbsp;<br>

- Retención de líquidos.&nbsp;<br>

- Várices.&nbsp;<br>

- Índices sanguíneos altos( colesterol, triglicéridos,azúcar, etc...)&nbsp;<br>

- Como tratamiento post-operatorio de cirugía estéticas como lipectomía, lipoescultura,lipotransferencia, etc...&nbsp;<br>



<p>Pone en acción y desarrollo el Sistema Linfático obteniendo así una total desintoxicación y limpieza del mismo, aumenta el flujo del torrente sanguíneo, oxigenando mejor nuestro cuerpo y revitalizando y reenergetizando el sistema celular, con esto se favorece el sistema inmunológico y acelera el metabolismo del cuerpo.</p>",2016-10-05 00:00:00,2017-11-09 23:59:00,23628,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33432/bf7caf8d917816d9772f33cb4638235d6b65effa.full.png,25,"masaje,drenaje linfatico,corporal,spa ,getsemani,Lindavista",,,,
149,"¡Últimas funciones! Verónica Castro en Aplauso, el musical ","<p>La historia es sencilla y parece una metáfora de la propia biografía de Verónica Castro: Margo Channing, diva del teatro en Broadway, se enfrenta al desafío mayor de su plenitud otoñal. Debe interpretar papeles de mujeres más jóvenes que ella. Margo es un éxito de taquilla, pero sospecha que su equipo de producción, dirección y guionista que la rodea pretende sustituirla. Su pareja sentimental está a punto de írsele de las manos.

</p>

<p>El musical Aplauso describe, ironiza y retrata esta mecánica del arribismo y la desesperación por la fama inmediata o una oportunidad para abandonar el anonimato en el mundo del espectáculo…como en la vida misma.</p><p>La obra se presenta en: Teatro San Rafael ubicado en Virginia Fábregas #40 Col. San Rafael, Del. Cuauhtémoc,  México,  DF  06470.</p>",2016-10-06 00:00:00,2016-10-09 23:59:00,71240,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33596/97d511b53faed60e58655c3ccfbc0d238ff2eb04.full.png,71,"Aplauso,Musical,teatro",,,,
150,Halloween by J. Del Pozo ¡Aroma que cautiva! + MP3 de Regalo,"<p><br></p><p>Jesús del Pozo, el famoso diseñador de modas que le diera su nombre a su compañía homónima hasta el día de hoy.<br>

En esta ocasión nos presenta  su linea de Halloween J. Del Pozo, una hechizante fragancia pensada en chicas enigmáticas, con aires de sensualidad, propios de la juventud, en la que se respira frescura y vitalidad. Déjate envolver por una atmósfera que explora en notas cítricas y florales que ayudarán a robar más de una mirada a tu paso.<br>

Modelo 1: HALLOWEEN BY J DEL POZO PARA DAMA 100ML<br>

 La mujer hechicera y seductora, amante del juego y del misterio. necesitaba una arma letal para acometer sus embrujos. El Perfume: Fragancia floral semi oriental <br>

*Notas de cabeza: lima verde de Cozumel y banana verde Bokhol.<br>

*Notas de Corazón: magnolia de Casa Blanca, violeta de Arezzo, muget de  Camarga, tuberosa de Yunnan y pimienta rosa de la Isla de Aruba. Mirra de Tana y vainilla de Madagascar.<br>

Modelo 2: HALLOWEEN BLUE DROP BY J DEL POZO PARA DAMA 100ML <br>

Su frasco de elegante diseño se rige bajo el mismo aire enigmático. Así es Halloween Blue Drop de Jesús del Pozo, un perfume que no puede faltar en tu tocador. ¡Perfecto para cualquier ocasión!<br>

*Notas de salida: lavanda, manzana verde y cítricos.<br>

*Notas de corazón: flores blancas, violeta y jazmín.<br>

*Notas de fondo: canela, especias, almizcle y ámbar.<br>

Modelo 3: HALLOWEEN FREESIA BY J DEL POZO PARA DAMA 100ML<br>

Halloween Fresa del equipo de innovación de Jesús del Pozo, es una mezcla creativa de lo familiar con lo extraño y exótico <br>

Las mujeres han disfrutado de esta fragancia frutal con una explosión de poder a base de hierbas desde su introducción en 2006. Halloween Fresa debe su aroma especial a las: <br>

*Notas frutales de grosella, melocotón y pera que se mezclan con las:<br>

*Notas florales, incluyendo loto, así como tonos terrosos de almizcle, madera de cedro, sándalo y fresa.<br></p>",2016-10-06 00:00:00,2016-10-10 23:59:00,51008,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33548/0da69544102640a2aca675507b071b1e46c1203f.full.jpg,27,"PERFUME,LOCIÓN ,HALLOWEEN,J. DEL POZO ",,,,
151,Perfume Meow o Purr by Katy Perry + MP3 de Regalo,"<p>Perfumes Katy Perry son una fragancia de la familia olfativa Floral Frutal para todas aquellas mujeres hermosas.</p><p>

1.	Purr se lanzó en 2010. Las notas de Salida son gardenia, bambú, durazno (melocotón) y manzana roja; las Notas de Corazón son jazmín, fresa y rosa; las Notas de Fondo son almizcle, sándalo, ámbar, vainilla, coco y orquídea.<br>

2.	Meow de Katy Perry es una fragancia de la familia olfativa Floral Frutal. Las notas de salida son jazmín, gardenia, naranja tangerina y pera; las notas de corazón son flor del naranjo africano, madreselva y lirio de los valles; las notas de fondo son almizcle, sándalo, ámbar y vainilla.<br>

Ahora que ya sabes que regalar o usar ¡Qué esperas!<br>

¡Un aroma que te hará sentir hermosa!<br>

</p>",2016-10-06 00:00:00,2016-10-10 23:59:00,93088,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33549/a753f2ac481a153455c8bec523d4163e7a14e0f3.full.jpg,80,"Perfume,Katy Perry",,,,
152,Perfume Just Me by Paris Hilton + MP3 de Regalo,"<p>Just Me de Paris Hilton es una fragancia de la familia olfativa Floral Frutal para Mujeres.</p><p>

Notas de Salida: violeta, frambuesa, bergamota y pimienta rosa<br>

Notas de Corazón: iris , fresia, rosa blanca, ylang-ylang y lirio de los valles (muguete)<br>

Notas de Fondo: sándalo, almizcle, vainilla de Tahití y notas amaderadas.<br>

¡Si eres romántica, dulce y sensual, Just Me es para ti!</p>",2016-10-06 00:00:00,2016-10-10 23:59:00,29692,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33550/50f8889bf06dde3e66039f1c6bfb4d6222ed3c3d.full.jpg,87,Perfume,,,,
153,Festival Internacional Cervantino ¡Cultural y Artístico!,"<p>Este 2016, para su cuadragésima cuarta edición el FIC llevará a cabo la celebración más importante a nivel mundial en homenaje a Cervantes, al dar cita a las más destacadas expresiones de teatro, música y danza en torno a este autor, al tiempo que abrirá múltiples espacios de reflexión y discusión sobre su obra y vigencia.</p><br><p>Guanajuato, nombrada en 2005 por la UNESCO, como la Capital Cervantina de América, busca ser la Capital Cervantina del Mundo al dedicar su único eje temático a la conmemoración del cuarto centenario de la muerte de quien es reconocido como la mejor figura de la literatura española.</p><br><p>¡Cervantino Para Todos!</p>",2016-10-06 00:00:00,2016-10-10 23:59:00,61457,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33592/90cf6dac6b0dd09cf96ab08fe49d16c82cf6c1ff.full.jpg,34,"festival,transporte redondo,guia de viaje,,cervantino,guanajuato,3 dias,2 noches,hotel",,,,
154,Vibrador inalámbrico ¡Siente más!,"<p>Este producto es muy novedoso, es un vibrador estimulador de clítoris con control remoto, inalámbrico, con control remoto que simula un mp3.&nbsp;</p><p>Mide 3 cm de diámetro y 7 cm de largo, su función principal es la estimulación de clítoris, funciona con dos pilas AAA y está diseñado en diferentes colores neon, además que tiene una gran textura.



</p><p>Puedes utilizarlo en la ducha, tina o alberca, ya que es resistente al agua.&nbsp;</p><p>Tiene 20 diferentes funciones que van desde una vibración constante hasta vibraciones periódicas, en diferentes frecuencias.



<br></p>",2016-10-06 00:00:00,2016-10-12 23:59:00,95553,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33508/d69bbeb94494b96aab041e3c3f3ea417bd78a800.full.jpg,72,"Vibrador,Sex Shop",,,,
155,Almohada Sensitive ¡Descansa como mereces!,"<p>Almohada  sensitive cuenta con un diseño y confección únicos que le hacen altamente eficaz  y cómoda, llegando a convertirse en tu almohada favorita. Resulta ideal para personas que padecen de ansiedad o estrés ya que cuenta con una estructura estratégica y una firmeza media que relaja los músculos del cuello y espalda.&nbsp;</p><p>Este modelo se encuentra elaborado con relleno de micro gel con 100% poliéster y una cubierta de 50% algodón y 50 % poliéster.</p>",2016-10-06 00:00:00,2016-10-12 23:59:00,77493,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33520/b060c1eb24de945cb975cb727b8f582e0acc25f0.full.jpg,64,,,,,
156,Almohada Micro Gel Azul ¡Descansa como mereces!,"<p>Podrás gozar de un descanso placentero; no importa si deseas descansar 15 minutos o disfrutar de un ''sueño reparador'', esta almohada cuenta con un diseño y confección únicos que le hacen altamente eficaz y cómoda, llegando a convertirse en tu almohada favorita. Resulta ideal para personas que padecen de ansiedad o estrés ya que cuenta con una estructura estratégica, relleno de Micro Gel y Pluma de Ganso que relajan los músculos del cuello y espalda. A esto se le suma la aplicación de tecnología Memory Foam; dicha característica no es más que una oportuna espuma de viscoelástico laminado que permite a la almohada conservar su forma original durante mucho más tiempo a pesar de un uso constante, garantizando un tiempo de vida útil bastante prolongado.</p>",2016-10-06 00:00:00,2016-10-12 23:59:00,92472,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33522/c254798255bd6e44b4a05ca73e57ff0d56cf210f.full.jpg,67,Almohada,,,,
157,Almohada T-Cam Estándar ¡Elige modelo!,"<p><strong>Almohada Majestic T-cam Estándar</strong></p><p>Contiene la más alta tecnología en comodidad y firmeza, al combinar 3  tecnología, la ergonomía del  memory plus,la suavidad de la fibra alternative y la frescura del micro gel se convierte en una almohada incomparable a cualquier otra otorgándonos un descanso placentero.<br><strong>Almohada Doubles T-cam Estándar</strong>

</p><p>Podrás gozar de un descanso placentero; no importa si deseas descansar 15 minutos o disfrutar de un ''sueño reparador'' pues esta almohada cuenta con un diseño y confección únicos que le hacen altamente eficaz y cómoda, llegando a convertirse en tu almohada favorita. Resulta ideal para personas que padecen de ansiedad o estrés ya que cuenta con una estructura estratégica, relleno de Micro Gel y  dawn proof que relajan los músculos del cuello y espalda. A esto se le suma la aplicación de tecnología Memory Foam; dicha característica no es más que una oportuna espuma de viscoelstico crushed que permite a la almohada conservar su forma original durante mucho más tiempo a pesar de un uso constante, garantizando un tiempo de vida útil bastante prolongado.</p>",2016-10-06 00:00:00,2016-10-12 23:59:00,64637,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33524/585ab5a1ca3981d5bf0c1bda55ca2f7bbfd160fb.full.jpg,10,"almohada ,casa ,hogar ,dormitorio ,descanso ",,,,
158,Cojín Decorativo Vinil ¡Decora tu Hogar!,"<p>Cojines decorativos relleno de  Memory foam es uno de los numerosos productos que el catálogo de&nbsp;LUNICS &nbsp;tiene para ofrecer.&nbsp;</p><p>Respaldando una vez más el prestigio y la&nbsp;confianza&nbsp;de la cual goza dicha compañía en el mercado actual, siendo principalmente elogiada por la acertada elaboración de&nbsp;artículos para el hogar&nbsp;tales como colchones, cojines decorativos protectores y mucho más.</p><br>",2016-10-06 00:00:00,2016-10-12 23:59:00,65955,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33525/7170c254e485855d98301e18b34916e7f6523908.full.png,89,,,,,
159,Edredón capitonado ¡Elige tamaño!,"<p>Calidad, confort y elegancia son solo algunas de las características que describen al edredón  capitoneado.&nbsp;</p><p>Material:</p><p>50%polister 50% algodón

</p><p>Disponible en tamaño individual o matrimonial.</p><p>Únicamente incluye el edredón, las fundas de almohada son ilustrativas.</p>",2016-10-06 00:00:00,2016-10-12 23:59:00,56496,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33526/364dd65c671f54ee26686d72bb3dccf81e5764da.full.jpg,3,"Edredón,Cama",,,,
160,Cojin Decorativo Memory Foam ¡Decora tu hogar!,"<p>Cojines decorativos relleno de  Memory foam es uno de los numerosos productos que el catálogo de&nbsp;LUNICS &nbsp;tiene para ofrecer.&nbsp;</p><p>Respaldando una vez más el prestigio y la&nbsp;confianza&nbsp;de la cual goza dicha compañía en el mercado actual, siendo principalmente elogiada por la acertada elaboración de&nbsp;artículos para el hogar&nbsp;tales como colchones, cojines decorativos protectores y mucho más...</p><br>",2016-10-06 00:00:00,2016-10-12 23:59:00,54923,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33527/1bd46bfa8e166087ec24dade3fa24c8955b0c31a.full.png,53,,,,,
161,Edredón blanco verano Down  ¡Elige tamaño!,"<p>Calidad, confort y elegancia son solo algunas de las características que describen al edredón Down &nbsp;hecho de tela de 250 hilos.</p><p>Material:</p><p>50%poliester y 50% algodón.&nbsp;</p>",2016-10-06 00:00:00,2016-10-12 23:59:00,15160,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33528/ce52f6c62ebb175d5e8e2f6b275086a342e409cf.full.jpg,92,"Edredón,Cama",,,,
162,Tabla para planchar clásica ¡Tu ropa siempre como nueva!,"<p>Tabla de planchar modelo  clasico hecho en mexico, calidad y resistencia en un producto, funda de tela 100% algodón  y almohadilla de poliuretano, estructura metalica de 3/4"" resistente, madera   aglomerada de 90 cm de largo x 30cm de ancho, altura 75cm 

</p><p><br></p>",2016-10-06 00:00:00,2016-10-12 23:59:00,33839,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33529/c7b961f61eea051bdae3de1beab821d9c1b674b6.full.png,74,tabla para planchar,,,,
163,Puff ¡Cómodo y placentero!,"<p>¡Puff tipo pera, relájate y siéntete cómodo!</p><p><br>

Sillón Puff tipo pera marca Lunics es ideal para un descanso confortable gracias a su relleno de perlas expandidas de poliestirenos nos permite mantener una postura relajante y cómoda a la hora de disfrutar de una película, diseño moderno y fácil de limpiar.<br></p>",2016-10-06 00:00:00,2016-10-12 23:59:00,81584,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33530/97438e003ff7945e510ffb2d55170c3fddeb2e38.full.jpg,80,Puff,,,,
164,Puff ¡Cómodo y placentero! Divertidos modelos.,"<p>Sillón Puff tipo soccer grande  marca Lunics es Ideal para un descanso confortable gracias a su relleno de perlas expandidas de poliestirenos de alta calidad que cuenta con los siguientes: certificado de resistencia a la flexión Norma  NF P 38-401 y Certificado de apariencia UNE 53981  todo esto nos permite mantener una postura relajante y cómoda a la hora de disfrutar de una película, o una actividad relajante, diseño moderno y fácil de limpiar.

</p><p>Sillón Puff tipo balon de americano  grande  marca Lunics es Ideal para un descanso confortable gracias a su relleno de perlas expandidas de poliestirenos de alta calidad que cuenta con los siguientes: certificado de resistencia a la flexión Norma  NF P 38-401 y Certificado de apariencia UNE 53981  todo esto nos permite mantener una postura relajante y cómoda a la hora de disfrutar de una película, o una actividad relajante, diseño moderno y fácil de limpiar.

</p><p>Sillón Puff tipo balon de soccer  kids  marca Lunics es Ideal para un descanso confortable gracias a su relleno de perlas expandidas de poliestirenos de alta calidad que cuenta con los siguientes: certificado de resistencia a la flexión Norma  NF P 38-401 y Certificado de apariencia UNE 53981  todo esto nos permite mantener una postura relajante y cómoda a la hora de disfrutar de una película, o una actividad relajante, diseño moderno y fácil de limpiar.

</p><p><br></p>",2016-10-06 00:00:00,2016-10-12 23:59:00,60640,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33531/3f89fa9fa43f31d29653beba7b45e9e3ab67e2cc.full.png,52,Puff,,,,
165,Sillón Puff Kids Clásico Rojo,"<p>Sillón Puff Kids Clasico Puff-1201  Lunics-Rojo-&nbsp;</p><p><br>

Sillón Puff Marca Lunics es Ideal para un descanso confortable gracias a su relleno de perlas expandidas de poliestirenos nos permite mantener una postura relajante y cómoda a la hora de disfrutar de una película. Diseño moderno y fácil de limpiar.<br></p><p><br></p>",2016-10-06 00:00:00,2016-10-12 23:59:00,87996,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33532/5b6c3ff3c8cd8835c8af753b5eaba57a94e731ee.full.png,79,"puff,sillón",,,,
166,Cortadora de vegetales ¡Ideal para cocinar!,"¡Corta un sin fin de verduras para tus comidas, combina los alimentos sanos con la practicidad que este cortadora te proporciona!<br><p>1 recipiente de 1,500 ml de capacidad</p><p>1 tapa de base con botón de limpieza</p><p>1 tapa para cerrar el envase de forma hermética</p><p>3 bandejas de cuchillas fabricadas en acero inoxidable (2 cortes diferentes en cada una)</p><p>1 base para rebanar</p><p>1 pelador</p><p>1 rallador</p><p>1 accesorio para cortar alimentos en 8 piezas</p><p>1 protector de cuchillas</p>",2016-10-06 00:00:00,2016-10-12 23:59:00,36263,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33543/f9cbd22f907ad1de386ac66daa311284055e2415.full.jpg,27,"Cortador,Vegetales",,,,
167,Bocina Bluetooth Rubik ¡Original diseño!,Con un diseño único y original la bocina bluetooth rubik le dará ese punch a tus fiestas para que la música no pare de sonar durante toda la noche.,2016-10-06 00:00:00,2016-10-12 23:59:00,42118,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33544/66fac024e59842e1adc6adc48ccda9bfca32fb15.full.jpg,12,"Audio,Bocina",,,,
168,Mica de vidrio templado para iPad pro de 12.9,"<p>Protege la pantalla de tu iPad, no dejes que los rayones le quiten estética a tu gadget, mejor blindala con esta mica de vidrio templado.</p><p>¡Protección total!</p>",2016-10-06 00:00:00,2016-10-12 23:59:00,48975,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33545/0c90916a8892fb80e9b8b997120b2267614b877f.full.png,93,"vidrio templado,iPad",,,,
169,Multicargador con forma de torre ¡Conéctate!,"<p>Torre portátil o fija que es un multicargador con dos puertos USB, podrás conectar varios artículos a la vez y no tendrás que preocuparte por elegir cuál cargar primero.</p>",2016-10-06 00:00:00,2016-10-12 23:59:00,31565,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33546/d0b9033c44a25c7c64824095a1f75022d096eeb9.full.jpg,59,"Audio,Bocina",,,,
170,Mochila con Patín ¡Para este regreso a clases! 74%,"<p>Backpack con patín del diablo, ideal para los niños y adultos &nbsp;que buscan encontrar el balance entre el estudio, trabajo y la diversión, descubrirán una manera diferente de ver la escuela.<br></p>",2016-10-06 00:00:00,2016-10-12 23:59:00,19055,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33553/6550d42c8bbfa2bc738aa6953e0990ce5487bf47.full.jpg,94,"Mochila,Equipaje,Patín ",,,,
171,Maleta con Ruedas + Backpack ¡El mejor regreso a clases! 46%,"<p>Si lo que quieres es que tu niño o niña se vea radiante y luzca fenomenal, esta opción de mochila/maleta y lonchera son perfectas para este regreso a clases ¡compra ahora! y presume sus diseños súper divertidos y frescos.<br></p>",2016-10-06 00:00:00,2016-10-12 23:59:00,33053,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33554/6f3b6acaa0c2335425ff9e36f147b2d6a244b655.full.png,63,",maleta ,mochila ,Backpack,escuela ,niños ",,,,
172,Maleta con Ruedas + Backpack ¡El mejor regreso a clases! ,"<p>Si lo que quieres es que tu niño o niña se vea radiante y luzca fenomenal, esta opción de mochila/maleta y lonchera son perfectas para este regreso a clases ¡compra ahora! y presume sus diseños súper divertidos y frescos.<br></p>",2016-10-06 00:00:00,2016-10-12 23:59:00,31600,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33555/5ff85ea125679cd6f3310bf6e95ddfdebe2044c4.full.png,50,",maleta ,mochila ,Backpack,escuela ,niños ",,,,
173,Mini Máquina de Coser ¡Práctica! 54%,"<p>Disfruta de una Mini Máquina de Coser, evita cualquier imprevisto durante tu viaje y resuelve esos contratiempos con la ropa. Esta mini máquina de coser es sumamente práctica, por lo que te sacará de muchos problemitas.</p>",2016-10-06 00:00:00,2016-10-12 23:59:00,68018,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33585/8c22a1cfebed4df55a8f8ac409c7248fa6b497d1.full.jpg,81,"Máquina,Coser",,,,
174,Tendedero metálico ¡Seca tu ropa! 60%,"<p>Cracaterísticas:<br>

Material: acero inoxidable + Nylon<br>

Con el diseño robusto y duradero, el hilo de nilón allanada es fuerte y puede sostener 22 libras.<br>

La tracción máxima del cable es de 2,5 m.<br>

El muelle de acero inoxidable puede carretes sin esfuerzo y con diseño de doble polea, que es conveniente para el uso.<br>

Adecuado para colgar la ropa o toallas, etc para el dormitorio, cuarto de baño, hotel, etc.</p><p><br>

¡No pierdas la oportunidad de mantener tus costuras a la perfección!<br>

</p>",2016-10-06 00:00:00,2016-10-12 23:59:00,13033,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33588/82719b30137b6b2bc0100f257aa22078b03a4edf.full.jpg,97,"Tendedero,Hogar ",,,,
175,Antirronquido ¡Duerme a gusto! 60%,"<p>Este artículo antirronquidos lleva imanes en su interior que ayudan a evitar los ronquidos. Viene servido en un pequeño estuche. Es muy cómodo de llevar, en unos segundos se dará cuenta de la mejora en la respiración.<br>

</p>",2016-10-06 00:00:00,2016-10-12 23:59:00,65554,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33589/9452d732b5b08dfebd1ff1b2b91e7798476b351c.full.jpg,25,"Antirronquido,Sueño,Salud",,,,
176,Protector bucal para evitar ronquidos  50%,"<p>¡La solución que necesitabas para dejar de roncar y dormir sin interrupciones!<br>

Manual claro y fácil de entender para utilizar el anti-ronquido.<br>

Hecho de material EVA de la categoría alimenticia, estándar no tóxico, hipoalergénico, certifica que puede moldear a su boca.<br>

</p>",2016-10-06 00:00:00,2016-10-12 23:59:00,38320,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33591/0627b7ec2c5f2f7c126b283241a103ea7ff3c0e2.full.jpg,99,"Ronquido,Protector",,,,
177,Par corrector para dedo o tobillo ¡Cuídate!,"<p>Corrector de dedo<br>

Alinea tus dedos y crea la distancia perfecta entre ellos, cómodo para usar con cualquier tipo de calzado.<br>

Protector de tobillo<br>

Para todo los deportistas o cualquier persona en general que desee prevenir torceduras en los tobillos.<br>

</p>",2016-10-06 00:00:00,2016-10-12 23:59:00,93188,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33593/ccb58a490302a27ca7dabb2955f778e7d6fdce74.full.jpg,65,"Corrector,Protector",,,,
178,Colchón Memory Foam modelo Norway en tamaño Matrimonial 37%,"<p>Para desempeñar óptimamente las labores de la jornada, es necesario haber tenido un excelente descanso ya que de ello depende la actitud con la que iniciemos el día y sobre todo, la energía con la que realices cada una de las actividades cotidianas. La mejor forma de lograr un descanso reparador es sin duda teniendo un Colchón Bio Mattress<br></p>",2016-10-06 00:00:00,2016-10-19 23:59:00,50794,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33552/19c608ccb55c5336f0badb05d3018a43f85838e1.full.png,45,"COLCHÓN ,MEMORY FOAM,BIO MATTRESS,DORMITORIO ,MUEBLES ,HOGAR ,",,,,
179,Reloj ¡ROYAL LONDON POLO CLUB! para Caballero 40%,"<p>Reloj de Moda Casual con Maquinaria Japonesa, Resistente al Agua.</p><p>

Reloj Tipo analógico. Extensible con acabado textil color a elegir.</p><p>

Caja de Acero Inoxidable con Cristal Mineral que lo Hace mas Resistente a los Golpes.&nbsp;<br>&nbsp;Reloj No Sumergible solo Resiste Lavado de Manos y Lluvia.</p>",2016-10-06 00:00:00,2016-10-19 23:59:00,81489,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33567/29e819580cdd67d12eef60f41077caa283994fdf.full.jpg,67,"Reloj ,ROYAL LONDON POLO CLUB,Moda ,Accesorios ",,,,
180,Reloj ¡ROYAL LONDON POLO CLUB! para Caballero 40%,"<p>Reloj de Moda Casual con Maquinaria Japonesa, Resistente al Agua,&nbsp;</p><p>

Reloj Tipo analógico. Extensible Simipiel.</p><p>

Caja de Acero Inoxidable con Cristal Mineral que lo Hace mas Resistente a los Golpes.&nbsp;<br></p>",2016-10-06 00:00:00,2016-10-19 23:59:00,96237,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33568/219687616aa50f17cfdffcd7c279048e8b16a944.full.jpg,77,"Reloj ,ROYAL LONDON POLO CLUB,Moda ,Accesorios ",,,,
181,Reloj ¡ROYAL LONDON POLO CLUB! para Caballero 40%,"<p>Reloj de Moda Casual con Maquinaria Japonesa, Resistente al Agua,&nbsp;</p><p>

Reloj Tipo analógico. Extensible Simipiel.</p><p>

Caja de Acero Inoxidable con Cristal Mineral que lo Hace mas Resistente a los Golpes.&nbsp;<br></p>",2016-10-06 00:00:00,2016-10-19 23:59:00,5195,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33569/aa13aea779c6ad362a443e438a65faab70b08fc8.full.jpg,68,"Reloj ,ROYAL LONDON POLO CLUB,Moda ,Accesorios ",,,,
